prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2019,2
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Riau ;Kab. Kuantan Singingi ",2019,5
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Selatan ;Kota Palembang ",2019,3
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Tengah ;Kab. Boyolali ",2019,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Tapanuli Selatan ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Pasaman ",2019,3
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Jawa Timur ;Kab. Ngawi ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Barat ;Kota Depok ",2019,3
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Lampung ;Kota Metro ",2019,7
"Reguler - FST - Arsitektur S1",Laki-laki,"Tidak Ada;Tidak Ada",2019,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jambi ;Kab. Kerinci ",2019,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Timur ;Kab. Lamongan ",2019,4
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Banyu Asin ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Maluku ;Kab. Seram Bagian Barat ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Papua ;Kab. Merauke ",2019,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Aceh ;Kab. Bener Meriah ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sumatera Selatan ;Kota Pagar Alam ",2019,3
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Situbondo ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kota Bogor ",2019,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2019,5
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe Utara ",2019,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Tegal ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Papua ;Kab. Jayapura ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Banggai Kepulauan ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Bantul ",2019,22
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Kalimantan Barat ;Kab. Pontianak ",2019,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Aceh ;Kota Langsa ",2019,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sintang ",2019,4
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Timur ;Kab. Situbondo ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Barat ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2019,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Jombang ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Subang ",2019,7
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Selatan ",2019,7
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Kalimantan Timur ;Kota Samarinda ",2019,4
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Maluku ;Kota. Tual ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Papua Barat ;Kab. Sorong ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jambi ;Kab. Merangin ",2019,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2019,6
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sumatera Selatan ;Kota Prabumulih ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Jawa Timur ;Kab. Jombang ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Ketapang ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2019,6
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kota Cirebon ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Agam ",2019,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Lampung ;Kab. Way Kanan ",2019,3
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2019,3
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Ketapang ",2019,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Lampung ;Kab. Lampung Barat ",2019,3
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Sumatera Utara ;Kota Padang Sidempuan ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Buton Utara ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Natuna ",2019,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Papua ;Kab. Merauke ",2019,13
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Banggai Kepulauan ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Timur ;Kab. Jember ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jambi ;Kab. Tanjung Jabung Barat ",2019,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jawa Barat ;Kab. Bogor ",2019,2
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Lampung ;Kab. Pringsewu ",2019,2
"Reguler - FIKes - Pendidikan Profesi Ners",Laki-laki,"Prop. Jawa Tengah ;Kab. Purworejo ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Utara;KOTA TARAKAN",2019,5
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Barat ;Kota Singkawang ",2019,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Grobogan ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2019,11
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Selatan ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Gresik ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Jawa Tengah ;Kota Salatiga ",2019,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Barat ;Kab. Subang ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Cilacap ",2019,10
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jawa Timur ;Kab. Jombang ",2019,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kota Palembang ",2019,6
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2019,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Lampung ;Kab. Way Kanan ",2019,2
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2019,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jawa Barat ;Kab. Bandung ",2019,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Mataram ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Demak ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kepulauan Riau ;Kota Batam ",2019,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jawa Timur ;Kab. Sampang ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Katingan ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Gorontalo ;Kab. Gorontalo ",2019,23
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Barat ;Kota Cirebon ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Lingga ",2019,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Jambi ;Kab. Sarolangun ",2019,3
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Utara ;Kota Padang Sidempuan ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Tengah ",2019,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jambi ;Kab. Muaro Jambi ",2019,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Gorontalo ;Kab. Gorontalo Utara ",2019,2
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Banjar ",2019,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Kepulauan Riau ;Kab. Kepulauan Anambas ",2019,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Timur ;Kota Tarakan ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Buol ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jambi ;Kab. Muaro Jambi ",2019,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Maluku ;Kab. Buru Selatan ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2019,7
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Situbondo ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Gorontalo ;Kab. Bone Bolango ",2019,4
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Karawang ",2019,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2019,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Simalungun ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Riau ;Kab. Indragiri Hilir ",2019,8
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Hulu Sungai Utara ",2019,2
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Timur ;Kab. Ponorogo ",2019,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Sintang ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Timur ;Kota Batu ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Barat ;Kab. Pasaman ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Maluku ;Kab. Seram Bagian Barat ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Timur ;Kota Batu ",2019,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Maluku Utara ;Kab. Kepulauan Sula ",2019,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Timur ;Kota Samarinda ",2019,2
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Utara;KOTA TARAKAN",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Barat ;Kota Payakumbuh ",2019,1
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Sumatera Selatan ;Kab. Banyuasin ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Bali ;Kab. Badung ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Tengah ;Kota Salatiga ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sumatera Selatan ;Kota Palembang ",2019,9
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2019,5
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Bondowoso ",2019,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Seruyan ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat ",2019,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Lampung ;Kab. Tenggamus ",2019,4
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Maluku ;Kota Ambon ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Bengkulu ;Kab. Kaur ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Barat ;Kab. Cirebon ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Tidak Ada;Tidak Ada",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Timur ;Kab. Jombang ",2019,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Banjarnegara ",2019,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2019,4
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka ",2019,10
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Barat ;Kab. Karawang ",2019,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat ",2019,5
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2019,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Selatan ;Kab. Bulukumba ",2019,2
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Nunukan ",2019,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Magelang ",2019,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Gorontalo ;Kab. Gorontalo ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Maluku ;Kab. Seram Bagian Timur ",2019,7
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa ",2019,3
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Agam ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Kutai Timur ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Lampung ;Kab. Lampung Utara ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Muna ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Wakatobi ",2019,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Barat ;Kab. Subang ",2019,3
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Jawa Timur ;Kota Blitar ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2019,4
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Tengah ;Kota Magelang ",2019,4
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Papua ;Kab. Jayapura ",2019,3
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Utara ",2019,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Timur ;Kota Tarakan ",2019,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Kapuas Hulu ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku ;Kab. Seram Bagian Timur ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Utara ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Karawang ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Banten ;Kab. Pandeglang ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2019,3
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Natuna ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Maluku ;Kota Ambon ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pemalang ",2019,3
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. D.K.I. Jakarta ;Kota Jakarta Selatan ",2019,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Maluku ;Kab. Seram Bagian Timur ",2019,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Banyu Asin ",2019,13
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Banggai ",2019,2
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Wonogiri ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Berau ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Selatan ;Kab. Luwu Utara ",2019,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Hulu Sungai Tengah ",2019,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Kebumen ",2019,7
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Bulongan ",2019,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Magelang ",2019,9
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Kalimantan Timur ;Kab. Pasir ",2019,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Buton Utara ",2019,3
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sulawesi Selatan ;Kota Palopo ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Selatan",2019,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bandung ",2019,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Jepara ",2019,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Muna ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Kepulauan Anambas ",2019,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Selatan ;Kab. Hulu Sungai Utara ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung Timur ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Wakatobi ",2019,4
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Barat ;Kota Bukittinggi ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Tasikmalaya ",2019,1
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Kepulauan Riau ;Kab. Karimun ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Banten ;Kab. Tangerang ",2019,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Utara ;Kota Bitung ",2019,1
"Aanvullen - FIKes - Fisioterapi S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Katingan ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sumatera Selatan ;Kab. Lahat ",2019,9
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2019,4
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Wonogiri ",2019,3
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jawa Barat ;Kab. Sukabumi ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Barat ;Kota Bekasi ",2019,10
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Gunung Kidul ",2019,7
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Banyuwangi ",2019,2
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Lampung ;Kota Bandar Lampung ",2019,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Banggai Kepulauan ",2019,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Lampung ;Kota Metro ",2019,10
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Banten ;Kab. Pandeglang ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kota Kendari ",2019,3
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Jawa Tengah ;Kab. Semarang ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Kepulauan Anambas ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Ciamis ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Tengah ;Kab. Wonosobo ",2019,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Timur ;Kota Balikpapan ",2019,6
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Papua ;Kab. Mimika ",2019,3
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Lampung ;Kab. Lampung Tengah ",2019,9
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2019,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Gorontalo ;Kab. Boalemo ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Aceh ;Kab. Aceh Timur ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Barat ;Kota Padang ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2019,8
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Kalimantan Tengah ;Kab. Katingan ",2019,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Ende ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pati ",2019,7
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Lampung ;Kab. Lampung Tengah ",2019,3
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Barat ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Bengkulu ;Kota Bengkulu ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Barat ;Kota Cirebon ",2019,10
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Kalimantan Selatan ;Kab. Banjar ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2019,2
